MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours
4103659,2013,Tatum Strip Mine,Texas,Panola,Active,Surface,Operating Subsidiary,Mine only,Luminant Mining Company Llc,"P.O. Box 1359, Tatum, TX 75691",INTE,Interior,2218998,120,256399
4103428,2013,Calvert Mine,Texas,Robertson,Active,Surface,Operating Subsidiary,Mine only,Walnut Creek Mining Company,"P.O. Box H, Bremond, TX 76629", ,Interior,1712679,107,222377
4103660,2013,Oak Hill Strip,Texas,Rusk,Active,Surface,Operating Subsidiary,Mine only,Luminant Mining Company Llc,"P.O. Box 1359, Tatum, TX 75691",INTE,Interior,3431486,292,613103
4103658,2013,Winfield South Strip,Texas,Titus,Active,Surface,Operating Subsidiary,Mine only,Luminant Mining Co Llc,"P.O. Box 1636, Mt. Pleasant, TX 75455",INTE,Interior,1027817,202,449385
4201444,2013,Savage Coal Terminal,Utah,Carbon,Active,Surface,Independent Producer Operator,Preparation Plant,Savage Industries Inc,"P.O. Box 1001, Price, UT 84501", ,Uinta Region,0,15,26807
4201444,2013,Savage Coal Terminal,Utah,Carbon,Active,Underground,Independent Producer Operator,Preparation Plant,Savage Industries Inc,"P.O. Box 1001, Price, UT 84501", ,Uinta Region,0,14,26807
4201566,2013,Skyline Mine #3,Utah,Carbon,Active,Underground,Operating Subsidiary,Mine only,Canyon Fuel Company,"Hc 35 Box 380, Helper, UT 84526", ,Uinta Region,3137170,240,476736
4201864,2013,Wildcat Loadout,Utah,Carbon,Active,Underground,Independent Producer Operator,Preparation Plant,"Wild West Equipment & Hauling,","P.O. Box 1, Price, UT 84501", ,Uinta Region,0,9,7381
4201890,2013,Dugout Canyon Mine,Utah,Carbon,Active,Underground,Independent Producer Operator,Mine only,Canyon Fuel Company Llc,"P.O. Box 1029, Wellington, UT 84542", ,Uinta Region,561121,93,177335
4202093,2013,Sunnyside Waste Coal Site,Utah,Carbon,Active,Surface,Operating Subsidiary,Preparation Plant,Sunnyside Cogeneration Associa,"P.O. Box 159, Sunnyside, UT 84539", ,Uinta Region,0,10,23390
4202233,2013,West Ridge Mine,Utah,Carbon,Active,Underground,Operating Subsidiary,Mine only,West Ridge Resources Inc,"P.O. Box 910, East Carbon, UT 84520", ,Uinta Region,2629495,219,524986
4202241,2013,Lila Canyon,Utah,Carbon,Active,Underground,Operating Subsidiary,Mine only,"Utah American Energy, Inc.","P.O. Box 910, East Carbon, UT 84520", ,Uinta Region,257358,27,71187
4202398,2013,Brc Wellington Llc,Utah,Carbon,Active,Underground,Operating Subsidiary,Preparation Plant,Brc Wellington Llc,"P.O. Box 401, Wellington, UT 84542", ,Uinta Region,0,13,22005
4202455,2013,Castle Valley Prep Plant,Utah,Carbon,Active,Underground,Independent Producer Operator,Preparation Plant,"Canyon Fuel Company, Llc","P.O. Box 1029, Wellington, UT 84542", ,Uinta Region,0,3,6149
4200079,2013,Emery Mine,Utah,Emery,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Consol Mining Company Llc,"P.O. Box 527, Emery, UT 84522", ,Uinta Region,3550,4,7801
4200121,2013,Deer Creek Mine,Utah,Emery,Active,Underground,Operating Subsidiary,Mine only,Energy West Mining Company,"P.O. Box 310, Huntington, UT 84528",UNIT,Uinta Region,2810298,291,574428
4202052,2013,Cottonwood Coal Blending & Pre,Utah,Emery,Active,Underground,Operating Subsidiary,Preparation Plant,Energy West Mining Company,"P.O. Box 310, Huntington, UT 84528",United Mine Workers of America,Uinta Region,0,11,20229
4202335,2013,Castle Valley Mine #4,Utah,Emery,Active,Underground,Independent Producer Operator,Mine only,Castle Valley Mining Llc,"P.O. Box 475, Huntington, UT 84528", ,Uinta Region,876288,69,156829
4202395,2013,Castle Valley Mines,Utah,Emery,Active,Underground,Independent Producer Operator,Preparation Plant,Castle Valley Mining Llc,"P.O. Box 475, Huntington, UT 84528", ,Uinta Region,0,26,65057
4202519,2013,Coal Hollow Mine,Utah,Kane,Active,Surface,Independent Producer Operator,Mine only,Alton Coal Development Llc,"463 North 100 W Suite 1, Cedar City, UT 84721", ,Western,741178,27,86263
4200089,2013,Sufco,Utah,Sevier,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Canyon Fuel Company Llc,"597 South Sr24, Salina, UT 84654", ,Uinta Region,5960266,366,710711
4400649,2013,Coronet Jewell Prep Plant #2,Virginia,Buchanan,Active,Surface,Operating Subsidiary,Preparation Plant,Jewell Smokeless Coal Corp,"P.O. Box 70, Vansant, VA 24656", ,Appalachia Central,0,8,19793
